date,weekno,employee_id,name,status
22-04-2022,W 17,Atq -398,Salvatore Hendrix,WFO
22-04-2022,W 17,Atq -484,Adyson Moyer,WFO
22-04-2022,W 17,Atq -385,Jase Ingram,WFO
22-04-2022,W 17,Atq -456,Adriel Pace,WFO
22-04-2022,W 17,Atq -375,Kenley Marsh,WFO
22-04-2022,W 17,Atq -475,London Kim,WFO
22-04-2022,W 17,Atq -435,Dean Mclaughlin,WFO
22-04-2022,W 17,Atq -468,Xiomara Ruiz,WFO
22-04-2022,W 17,Atq -368,Macie Callahan,WFO
22-04-2022,W 17,Atq -475,Rey Novak,WFO
22-04-2022,W 17,Atq -375,Hailee Fitzpatrick,WFO
22-04-2022,W 17,Atq -433,Jayce Fuentes,WFO
22-04-2022,W 17,Atq -370,Ella Roth,WFO
22-04-2022,W 17,Atq -423,Rodrigo Price,WFO
22-04-2022,W 17,Atq -438,Miles Fields,WFO
22-04-2022,W 17,Atq -349,Trystan Ortega,WFO
22-04-2022,W 17,Atq -459,Iris Woodard,WFO
22-04-2022,W 17,Atq -419,Faith Hamilton,WFO
22-04-2022,W 17,Atq -446,April Ayers,WFO
22-04-2022,W 17,Atq -334,Boston Morse,WFO
22-04-2022,W 17,Atq -343,Myla Klein,WFO
22-04-2022,W 17,Atq -440,Mckayla Parker,WFO
22-04-2022,W 17,Atq -405,Sofia Solis,WFO
22-04-2022,W 17,Atq -450,Miya Hampton,WFO
22-04-2022,W 17,Atq -467,Cason David,WFO
22-04-2022,W 17,Atq -419,Kaylah Schultz,WFO
22-04-2022,W 17,Atq -443,Lyric Bartlett,WFO
22-04-2022,W 17,Atq -335,Tori Shannon,WFO
22-04-2022,W 17,Atq -397,Grace Stone,WFO
22-04-2022,W 17,Atq -404,Ana Little,WFO
22-04-2022,W 17,Atq -436,Phoenix Brady,WFO
22-04-2022,W 17,Atq -441,Loki Lal,WFO
22-04-2022,W 17,Atq -366,Peter Pandey,WFO
22-04-2022,W 17,Atq -438,Mekhi Singleton,WFO
22-04-2022,W 17,Atq -398,Bo Cordova,WFO
22-04-2022,W 17,Atq -411,Nevaeh Waller,WFO
22-04-2022,W 17,Atq -462,Jarvis Singh,WFO
22-04-2022,W 17,Atq -406,Thanos Thakur,WFO
22-04-2022,W 17,Atq -403,Will Mahoney,PL
22-04-2022,W 17,Atq -331,Jonah Hamilton,PL
22-04-2022,W 17,Atq -348,Weston Horton,PL
22-04-2022,W 17,Atq -335,Madelynn Gray,PL
22-04-2022,W 17,Atq -400,Chad Macias,WFH
22-04-2022,W 17,Atq -374,Kaley Fitzpatrick,WFH
22-04-2022,W 17,Atq -470,Jovani Pope,WFH
22-04-2022,W 17,Atq -385,Finnegan Gilbert,WFH
22-04-2022,W 17,Atq -430,Maximus Mckenzie,WFH
22-04-2022,W 17,Atq -443,Andrew Cummings,WFH
22-04-2022,W 17,Atq -382,Gustavo Ritter,WFH
22-04-2022,W 17,Atq -408,Nick Orozco,WFH
22-04-2022,W 17,Atq -405,Chris Frye,WFH
22-04-2022,W 17,Atq -396,Joel Cruz,WFH
22-04-2022,W 17,Atq -458,Jessie Carrillo,WO
22-04-2022,W 17,Atq -400,Chad Macias,WO
22-04-2022,W 17,Atq -437,Dallas Weeks,WO
22-04-2022,W 17,Atq -372,Miley Combs,WO
22-04-2022,W 17,Atq -369,Greta Horton,WO
22-04-2022,W 17,Atq -374,Kaley Fitzpatrick,WO
22-04-2022,W 17,Atq -470,Jovani Pope,WO
22-04-2022,W 17,Atq -455,Caylee Meadows,WO
23-04-2022,W 17,Atq -385,Finnegan Gilbert,WO
23-04-2022,W 17,Atq -387,Konner Henson,WO
23-04-2022,W 17,Atq -430,Maximus Mckenzie,WO
23-04-2022,W 17,Atq -443,Andrew Cummings,WO
23-04-2022,W 17,Atq -461,Josh Sharp,WO
23-04-2022,W 17,Atq -453,Nehemiah Diaz,WO
23-04-2022,W 17,Atq -376,Dominique Benjamin,WO
23-04-2022,W 17,Atq -418,Hillary Kirk,WO
23-04-2022,W 17,Atq -373,Isiah Small,WO
23-04-2022,W 17,Atq -382,Gustavo Ritter,WO
23-04-2022,W 17,Atq -408,Nick Orozco,WO
23-04-2022,W 17,Atq -418,Marquis Wyatt,WO
23-04-2022,W 17,Atq -414,Titus Andersen,WO
23-04-2022,W 17,Atq -403,Will Mahoney,WO
23-04-2022,W 17,Atq -393,Emma Freeman,WO
23-04-2022,W 17,Atq -367,Briley Orr,WO
23-04-2022,W 17,Atq -452,Ayanna Atkins,WO
23-04-2022,W 17,Atq -485,Gregory Carr,WO
23-04-2022,W 17,Atq -421,Rylee Mullins,WO
23-04-2022,W 17,Atq -432,Ryann Guerrero,WO
23-04-2022,W 17,Atq -484,Demarcus Gordon,WO
23-04-2022,W 17,Atq -428,Ciara Allison,WO
23-04-2022,W 17,Atq -467,Esperanza Irwin,WO
23-04-2022,W 17,Atq -396,Karma Reeves,WO
23-04-2022,W 17,Atq -472,Cristofer Bernard,WO
23-04-2022,W 17,Atq -412,Tucker Austin,WO
23-04-2022,W 17,Atq -398,Salvatore Hendrix,WO
23-04-2022,W 17,Atq -484,Adyson Moyer,WO
23-04-2022,W 17,Atq -385,Jase Ingram,WO
23-04-2022,W 17,Atq -456,Adriel Pace,WO
23-04-2022,W 17,Atq -375,Kenley Marsh,WO
23-04-2022,W 17,Atq -475,London Kim,WO
23-04-2022,W 17,Atq -405,Chris Frye,WO
23-04-2022,W 17,Atq -426,Roman Colon,WO
23-04-2022,W 17,Atq -331,Jonah Hamilton,WO
23-04-2022,W 17,Atq -435,Dean Mclaughlin,WO
23-04-2022,W 17,Atq -348,Weston Horton,WO
23-04-2022,W 17,Atq -468,Xiomara Ruiz,WO
23-04-2022,W 17,Atq -368,Macie Callahan,WO
23-04-2022,W 17,Atq -475,Rey Novak,WO
23-04-2022,W 17,Atq -375,Hailee Fitzpatrick,WO
23-04-2022,W 17,Atq -433,Jayce Fuentes,WO
23-04-2022,W 17,Atq -370,Ella Roth,WO
23-04-2022,W 17,Atq -423,Rodrigo Price,WO
23-04-2022,W 17,Atq -438,Miles Fields,WO
23-04-2022,W 17,Atq -349,Trystan Ortega,WO
23-04-2022,W 17,Atq -459,Iris Woodard,WO
23-04-2022,W 17,Atq -396,Joel Cruz,WO
23-04-2022,W 17,Atq -393,Janelle Raymond,WO
23-04-2022,W 17,Atq -419,Faith Hamilton,WO
23-04-2022,W 17,Atq -446,April Ayers,WO
23-04-2022,W 17,Atq -334,Boston Morse,WO
23-04-2022,W 17,Atq -343,Myla Klein,WO
23-04-2022,W 17,Atq -335,Madelynn Gray,WO
23-04-2022,W 17,Atq -440,Mckayla Parker,WO
23-04-2022,W 17,Atq -405,Sofia Solis,WO
23-04-2022,W 17,Atq -450,Miya Hampton,WO
23-04-2022,W 17,Atq -467,Cason David,WO
23-04-2022,W 17,Atq -419,Kaylah Schultz,WO
23-04-2022,W 17,Atq -443,Lyric Bartlett,WO
23-04-2022,W 17,Atq -335,Tori Shannon,WO
23-04-2022,W 17,Atq -397,Grace Stone,WO
23-04-2022,W 17,Atq -404,Ana Little,WO
23-04-2022,W 17,Atq -436,Phoenix Brady,WO
23-04-2022,W 17,Atq -441,Loki Lal,WO
23-04-2022,W 17,Atq -366,Peter Pandey,WO
23-04-2022,W 17,Atq -438,Mekhi Singleton,WO
23-04-2022,W 17,Atq -398,Bo Cordova,WO
23-04-2022,W 17,Atq -411,Nevaeh Waller,WO
23-04-2022,W 17,Atq -462,Jarvis Singh,WO
23-04-2022,W 17,Atq -406,Thanos Thakur,WO
23-04-2022,W 18,Atq -458,Jessie Carrillo,WO
23-04-2022,W 18,Atq -400,Chad Macias,WO
23-04-2022,W 18,Atq -437,Dallas Weeks,WO
23-04-2022,W 18,Atq -372,Miley Combs,WO
23-04-2022,W 18,Atq -369,Greta Horton,WO
23-04-2022,W 18,Atq -374,Kaley Fitzpatrick,WO
23-04-2022,W 18,Atq -470,Jovani Pope,WO
23-04-2022,W 18,Atq -455,Caylee Meadows,WO
23-04-2022,W 18,Atq -385,Finnegan Gilbert,WO
24-04-2022,W 18,Atq -387,Konner Henson,WO
24-04-2022,W 18,Atq -430,Maximus Mckenzie,WO
24-04-2022,W 18,Atq -443,Andrew Cummings,WO
24-04-2022,W 18,Atq -461,Josh Sharp,WO
24-04-2022,W 18,Atq -453,Nehemiah Diaz,WO
24-04-2022,W 18,Atq -376,Dominique Benjamin,WO
24-04-2022,W 18,Atq -418,Hillary Kirk,WO
24-04-2022,W 18,Atq -373,Isiah Small,WO
24-04-2022,W 18,Atq -382,Gustavo Ritter,WO
24-04-2022,W 18,Atq -408,Nick Orozco,WO
24-04-2022,W 18,Atq -418,Marquis Wyatt,WO
24-04-2022,W 18,Atq -414,Titus Andersen,WO
24-04-2022,W 18,Atq -403,Will Mahoney,WO
24-04-2022,W 18,Atq -393,Emma Freeman,WO
24-04-2022,W 18,Atq -367,Briley Orr,WO
24-04-2022,W 18,Atq -452,Ayanna Atkins,WO
24-04-2022,W 18,Atq -485,Gregory Carr,WO
24-04-2022,W 18,Atq -421,Rylee Mullins,WO
24-04-2022,W 18,Atq -432,Ryann Guerrero,WO
24-04-2022,W 18,Atq -484,Demarcus Gordon,WO
24-04-2022,W 18,Atq -428,Ciara Allison,WO
24-04-2022,W 18,Atq -467,Esperanza Irwin,WO
24-04-2022,W 18,Atq -396,Karma Reeves,WO
24-04-2022,W 18,Atq -472,Cristofer Bernard,WO
24-04-2022,W 18,Atq -412,Tucker Austin,WO
24-04-2022,W 18,Atq -398,Salvatore Hendrix,WO
24-04-2022,W 18,Atq -484,Adyson Moyer,WO
24-04-2022,W 18,Atq -385,Jase Ingram,WO
24-04-2022,W 18,Atq -456,Adriel Pace,WO
24-04-2022,W 18,Atq -375,Kenley Marsh,WO
24-04-2022,W 18,Atq -475,London Kim,WO
24-04-2022,W 18,Atq -405,Chris Frye,WO
24-04-2022,W 18,Atq -426,Roman Colon,WO
24-04-2022,W 18,Atq -331,Jonah Hamilton,WO
24-04-2022,W 18,Atq -435,Dean Mclaughlin,WO
24-04-2022,W 18,Atq -348,Weston Horton,WO
24-04-2022,W 18,Atq -468,Xiomara Ruiz,WO
24-04-2022,W 18,Atq -368,Macie Callahan,WO
24-04-2022,W 18,Atq -475,Rey Novak,WO
24-04-2022,W 18,Atq -375,Hailee Fitzpatrick,WO
24-04-2022,W 18,Atq -433,Jayce Fuentes,WO
24-04-2022,W 18,Atq -370,Ella Roth,WO
24-04-2022,W 18,Atq -423,Rodrigo Price,WO
24-04-2022,W 18,Atq -438,Miles Fields,WO
24-04-2022,W 18,Atq -349,Trystan Ortega,WO
24-04-2022,W 18,Atq -459,Iris Woodard,WO
24-04-2022,W 18,Atq -396,Joel Cruz,WO
24-04-2022,W 18,Atq -393,Janelle Raymond,WO
24-04-2022,W 18,Atq -419,Faith Hamilton,WO
24-04-2022,W 18,Atq -446,April Ayers,WO
24-04-2022,W 18,Atq -334,Boston Morse,WO
24-04-2022,W 18,Atq -343,Myla Klein,WO
24-04-2022,W 18,Atq -335,Madelynn Gray,WO
24-04-2022,W 18,Atq -440,Mckayla Parker,WO
24-04-2022,W 18,Atq -405,Sofia Solis,WO
24-04-2022,W 18,Atq -450,Miya Hampton,WO
24-04-2022,W 18,Atq -467,Cason David,WO
24-04-2022,W 18,Atq -419,Kaylah Schultz,WO
24-04-2022,W 18,Atq -443,Lyric Bartlett,WO
24-04-2022,W 18,Atq -335,Tori Shannon,WO
24-04-2022,W 18,Atq -397,Grace Stone,WO
24-04-2022,W 18,Atq -404,Ana Little,WO
24-04-2022,W 18,Atq -436,Phoenix Brady,WO
24-04-2022,W 18,Atq -441,Loki Lal,WO
24-04-2022,W 18,Atq -366,Peter Pandey,WO
24-04-2022,W 18,Atq -438,Mekhi Singleton,WO
24-04-2022,W 18,Atq -398,Bo Cordova,WO
24-04-2022,W 18,Atq -411,Nevaeh Waller,WO
24-04-2022,W 18,Atq -462,Jarvis Singh,WO
24-04-2022,W 18,Atq -406,Thanos Thakur,WO
24-04-2022,W 18,Atq -458,Jessie Carrillo,WFO
24-04-2022,W 18,Atq -437,Dallas Weeks,WFO
24-04-2022,W 18,Atq -372,Miley Combs,WFO
24-04-2022,W 18,Atq -369,Greta Horton,WFO
24-04-2022,W 18,Atq -455,Caylee Meadows,WFO
24-04-2022,W 18,Atq -385,Finnegan Gilbert,WFO
24-04-2022,W 18,Atq -387,Konner Henson,WFO
24-04-2022,W 18,Atq -443,Andrew Cummings,WFO
24-04-2022,W 18,Atq -461,Josh Sharp,WFO
25-04-2022,W 18,Atq -453,Nehemiah Diaz,WFO
25-04-2022,W 18,Atq -376,Dominique Benjamin,WFO
25-04-2022,W 18,Atq -418,Hillary Kirk,WFO
25-04-2022,W 18,Atq -373,Isiah Small,WFO
25-04-2022,W 18,Atq -408,Nick Orozco,WFO
25-04-2022,W 18,Atq -418,Marquis Wyatt,WFO
25-04-2022,W 18,Atq -414,Titus Andersen,WFO
25-04-2022,W 18,Atq -403,Will Mahoney,WFO
25-04-2022,W 18,Atq -367,Briley Orr,WFO
25-04-2022,W 18,Atq -452,Ayanna Atkins,WFO
25-04-2022,W 18,Atq -421,Rylee Mullins,WFO
25-04-2022,W 18,Atq -432,Ryann Guerrero,WFO
25-04-2022,W 18,Atq -484,Demarcus Gordon,WFO
25-04-2022,W 18,Atq -428,Ciara Allison,WFO
25-04-2022,W 18,Atq -467,Esperanza Irwin,WFO
25-04-2022,W 18,Atq -396,Karma Reeves,WFO
25-04-2022,W 18,Atq -472,Cristofer Bernard,WFO
25-04-2022,W 18,Atq -412,Tucker Austin,WFO
25-04-2022,W 18,Atq -398,Salvatore Hendrix,WFO
25-04-2022,W 18,Atq -484,Adyson Moyer,WFO
25-04-2022,W 18,Atq -385,Jase Ingram,WFO
25-04-2022,W 18,Atq -456,Adriel Pace,WFO
25-04-2022,W 18,Atq -375,Kenley Marsh,WFO
25-04-2022,W 18,Atq -475,London Kim,WFO
25-04-2022,W 18,Atq -405,Chris Frye,WFO
25-04-2022,W 18,Atq -331,Jonah Hamilton,WFO
25-04-2022,W 18,Atq -435,Dean Mclaughlin,WFO
25-04-2022,W 18,Atq -348,Weston Horton,WFO
25-04-2022,W 18,Atq -468,Xiomara Ruiz,WFO
25-04-2022,W 18,Atq -368,Macie Callahan,WFO
25-04-2022,W 18,Atq -475,Rey Novak,WFO
25-04-2022,W 18,Atq -375,Hailee Fitzpatrick,WFO
25-04-2022,W 18,Atq -433,Jayce Fuentes,WFO
25-04-2022,W 18,Atq -370,Ella Roth,WFO
25-04-2022,W 18,Atq -423,Rodrigo Price,WFO
25-04-2022,W 18,Atq -438,Miles Fields,WFO
25-04-2022,W 18,Atq -349,Trystan Ortega,WFO
25-04-2022,W 18,Atq -459,Iris Woodard,WFO
25-04-2022,W 18,Atq -446,April Ayers,WFO
25-04-2022,W 18,Atq -334,Boston Morse,WFO
25-04-2022,W 18,Atq -343,Myla Klein,WFO
25-04-2022,W 18,Atq -335,Madelynn Gray,WFO
25-04-2022,W 18,Atq -440,Mckayla Parker,WFO
25-04-2022,W 18,Atq -405,Sofia Solis,WFO
25-04-2022,W 18,Atq -450,Miya Hampton,WFO
25-04-2022,W 18,Atq -467,Cason David,WFO
25-04-2022,W 18,Atq -419,Kaylah Schultz,WFO
25-04-2022,W 18,Atq -443,Lyric Bartlett,WFO
25-04-2022,W 18,Atq -335,Tori Shannon,WFO
25-04-2022,W 18,Atq -397,Grace Stone,WFO
25-04-2022,W 18,Atq -404,Ana Little,WFO
25-04-2022,W 18,Atq -436,Phoenix Brady,WFO
25-04-2022,W 18,Atq -441,Loki Lal,WFO
25-04-2022,W 18,Atq -438,Mekhi Singleton,WFO
25-04-2022,W 18,Atq -398,Bo Cordova,WFO
25-04-2022,W 18,Atq -411,Nevaeh Waller,WFO
25-04-2022,W 18,Atq -462,Jarvis Singh,WFO
25-04-2022,W 18,Atq -406,Thanos Thakur,WFO
25-04-2022,W 18,Atq -419,Faith Hamilton,PL
25-04-2022,W 18,Atq -366,Peter Pandey,PL
25-04-2022,W 18,Atq -400,Chad Macias,WFH
25-04-2022,W 18,Atq -374,Kaley Fitzpatrick,WFH
25-04-2022,W 18,Atq -470,Jovani Pope,WFH
25-04-2022,W 18,Atq -430,Maximus Mckenzie,WFH
25-04-2022,W 18,Atq -382,Gustavo Ritter,WFH
25-04-2022,W 18,Atq -393,Emma Freeman,WFH
25-04-2022,W 18,Atq -396,Joel Cruz,WFH
25-04-2022,W 18,Atq -458,Jessie Carrillo,WFO
25-04-2022,W 18,Atq -400,Chad Macias,WFO
25-04-2022,W 18,Atq -437,Dallas Weeks,WFO
25-04-2022,W 18,Atq -372,Miley Combs,WFO
25-04-2022,W 18,Atq -369,Greta Horton,WFO
25-04-2022,W 18,Atq -385,Finnegan Gilbert,WFO
25-04-2022,W 18,Atq -387,Konner Henson,WFO
25-04-2022,W 18,Atq -461,Josh Sharp,WFO
26-04-2022,W 18,Atq -376,Dominique Benjamin,WFO
26-04-2022,W 18,Atq -418,Hillary Kirk,WFO
26-04-2022,W 18,Atq -373,Isiah Small,WFO
26-04-2022,W 18,Atq -418,Marquis Wyatt,WFO
26-04-2022,W 18,Atq -414,Titus Andersen,WFO
26-04-2022,W 18,Atq -403,Will Mahoney,WFO
26-04-2022,W 18,Atq -393,Emma Freeman,WFO
26-04-2022,W 18,Atq -367,Briley Orr,WFO
26-04-2022,W 18,Atq -452,Ayanna Atkins,WFO
26-04-2022,W 18,Atq -421,Rylee Mullins,WFO
26-04-2022,W 18,Atq -432,Ryann Guerrero,WFO
26-04-2022,W 18,Atq -484,Demarcus Gordon,WFO
26-04-2022,W 18,Atq -467,Esperanza Irwin,WFO
26-04-2022,W 18,Atq -396,Karma Reeves,WFO
26-04-2022,W 18,Atq -472,Cristofer Bernard,WFO
26-04-2022,W 18,Atq -412,Tucker Austin,WFO
26-04-2022,W 18,Atq -398,Salvatore Hendrix,WFO
26-04-2022,W 18,Atq -484,Adyson Moyer,WFO
26-04-2022,W 18,Atq -385,Jase Ingram,WFO
26-04-2022,W 18,Atq -456,Adriel Pace,WFO
26-04-2022,W 18,Atq -375,Kenley Marsh,WFO
26-04-2022,W 18,Atq -475,London Kim,WFO
26-04-2022,W 18,Atq -405,Chris Frye,WFO
26-04-2022,W 18,Atq -331,Jonah Hamilton,WFO
26-04-2022,W 18,Atq -435,Dean Mclaughlin,WFO
26-04-2022,W 18,Atq -348,Weston Horton,WFO
26-04-2022,W 18,Atq -468,Xiomara Ruiz,WFO
26-04-2022,W 18,Atq -368,Macie Callahan,WFO
26-04-2022,W 18,Atq -475,Rey Novak,WFO
26-04-2022,W 18,Atq -375,Hailee Fitzpatrick,WFO
26-04-2022,W 18,Atq -433,Jayce Fuentes,WFO
26-04-2022,W 18,Atq -370,Ella Roth,WFO
26-04-2022,W 18,Atq -423,Rodrigo Price,WFO
26-04-2022,W 18,Atq -438,Miles Fields,WFO
26-04-2022,W 18,Atq -459,Iris Woodard,WFO
26-04-2022,W 18,Atq -419,Faith Hamilton,WFO
26-04-2022,W 18,Atq -446,April Ayers,WFO
26-04-2022,W 18,Atq -334,Boston Morse,WFO
26-04-2022,W 18,Atq -343,Myla Klein,WFO
26-04-2022,W 18,Atq -335,Madelynn Gray,WFO
26-04-2022,W 18,Atq -440,Mckayla Parker,WFO
26-04-2022,W 18,Atq -405,Sofia Solis,WFO
26-04-2022,W 18,Atq -450,Miya Hampton,WFO
26-04-2022,W 18,Atq -467,Cason David,WFO
26-04-2022,W 18,Atq -419,Kaylah Schultz,WFO
26-04-2022,W 18,Atq -443,Lyric Bartlett,WFO
26-04-2022,W 18,Atq -335,Tori Shannon,WFO
26-04-2022,W 18,Atq -397,Grace Stone,WFO
26-04-2022,W 18,Atq -404,Ana Little,WFO
26-04-2022,W 18,Atq -436,Phoenix Brady,WFO
26-04-2022,W 18,Atq -441,Loki Lal,WFO
26-04-2022,W 18,Atq -366,Peter Pandey,WFO
26-04-2022,W 18,Atq -438,Mekhi Singleton,WFO
26-04-2022,W 18,Atq -398,Bo Cordova,WFO
26-04-2022,W 18,Atq -411,Nevaeh Waller,WFO
26-04-2022,W 18,Atq -462,Jarvis Singh,WFO
26-04-2022,W 18,Atq -406,Thanos Thakur,WFO
26-04-2022,W 18,Atq -374,Kaley Fitzpatrick,WFH
26-04-2022,W 18,Atq -470,Jovani Pope,WFH
26-04-2022,W 18,Atq -455,Caylee Meadows,WFH
26-04-2022,W 18,Atq -430,Maximus Mckenzie,WFH
26-04-2022,W 18,Atq -443,Andrew Cummings,WFH
26-04-2022,W 18,Atq -382,Gustavo Ritter,WFH
26-04-2022,W 18,Atq -396,Joel Cruz,WFH
26-04-2022,W 18,Atq -458,Jessie Carrillo,WFO
26-04-2022,W 18,Atq -400,Chad Macias,WFO
26-04-2022,W 18,Atq -437,Dallas Weeks,WFO
26-04-2022,W 18,Atq -372,Miley Combs,WFO
26-04-2022,W 18,Atq -369,Greta Horton,WFO
26-04-2022,W 18,Atq -385,Finnegan Gilbert,WFO
26-04-2022,W 18,Atq -387,Konner Henson,WFO
26-04-2022,W 18,Atq -461,Josh Sharp,WFO
26-04-2022,W 18,Atq -453,Nehemiah Diaz,WFO
27-04-2022,W 18,Atq -376,Dominique Benjamin,WFO
27-04-2022,W 18,Atq -418,Hillary Kirk,WFO
27-04-2022,W 18,Atq -373,Isiah Small,WFO
27-04-2022,W 18,Atq -408,Nick Orozco,WFO
27-04-2022,W 18,Atq -418,Marquis Wyatt,WFO
27-04-2022,W 18,Atq -414,Titus Andersen,WFO
27-04-2022,W 18,Atq -403,Will Mahoney,WFO
27-04-2022,W 18,Atq -393,Emma Freeman,WFO
27-04-2022,W 18,Atq -367,Briley Orr,WFO
27-04-2022,W 18,Atq -452,Ayanna Atkins,WFO
27-04-2022,W 18,Atq -421,Rylee Mullins,WFO
27-04-2022,W 18,Atq -432,Ryann Guerrero,WFO
27-04-2022,W 18,Atq -484,Demarcus Gordon,WFO
27-04-2022,W 18,Atq -467,Esperanza Irwin,WFO
27-04-2022,W 18,Atq -396,Karma Reeves,WFO
27-04-2022,W 18,Atq -472,Cristofer Bernard,WFO
27-04-2022,W 18,Atq -412,Tucker Austin,WFO
27-04-2022,W 18,Atq -398,Salvatore Hendrix,WFO
27-04-2022,W 18,Atq -484,Adyson Moyer,WFO
27-04-2022,W 18,Atq -385,Jase Ingram,WFO
27-04-2022,W 18,Atq -456,Adriel Pace,WFO
27-04-2022,W 18,Atq -375,Kenley Marsh,WFO
27-04-2022,W 18,Atq -475,London Kim,WFO
27-04-2022,W 18,Atq -405,Chris Frye,WFO
27-04-2022,W 18,Atq -331,Jonah Hamilton,WFO
27-04-2022,W 18,Atq -435,Dean Mclaughlin,WFO
27-04-2022,W 18,Atq -348,Weston Horton,WFO
27-04-2022,W 18,Atq -468,Xiomara Ruiz,WFO
27-04-2022,W 18,Atq -368,Macie Callahan,WFO
27-04-2022,W 18,Atq -475,Rey Novak,WFO
27-04-2022,W 18,Atq -375,Hailee Fitzpatrick,WFO
27-04-2022,W 18,Atq -433,Jayce Fuentes,WFO
27-04-2022,W 18,Atq -423,Rodrigo Price,WFO
27-04-2022,W 18,Atq -438,Miles Fields,WFO
27-04-2022,W 18,Atq -459,Iris Woodard,WFO
27-04-2022,W 18,Atq -419,Faith Hamilton,WFO
27-04-2022,W 18,Atq -446,April Ayers,WFO
27-04-2022,W 18,Atq -334,Boston Morse,WFO
27-04-2022,W 18,Atq -343,Myla Klein,WFO
27-04-2022,W 18,Atq -335,Madelynn Gray,WFO
27-04-2022,W 18,Atq -440,Mckayla Parker,WFO
27-04-2022,W 18,Atq -405,Sofia Solis,WFO
27-04-2022,W 18,Atq -450,Miya Hampton,WFO
27-04-2022,W 18,Atq -467,Cason David,WFO
27-04-2022,W 18,Atq -419,Kaylah Schultz,WFO
27-04-2022,W 18,Atq -443,Lyric Bartlett,WFO
27-04-2022,W 18,Atq -335,Tori Shannon,WFO
27-04-2022,W 18,Atq -397,Grace Stone,WFO
27-04-2022,W 18,Atq -404,Ana Little,WFO
27-04-2022,W 18,Atq -436,Phoenix Brady,WFO
27-04-2022,W 18,Atq -441,Loki Lal,WFO
27-04-2022,W 18,Atq -366,Peter Pandey,WFO
27-04-2022,W 18,Atq -438,Mekhi Singleton,WFO
27-04-2022,W 18,Atq -411,Nevaeh Waller,WFO
27-04-2022,W 18,Atq -462,Jarvis Singh,WFO
27-04-2022,W 18,Atq -406,Thanos Thakur,WFO
27-04-2022,W 18,Atq -398,Bo Cordova,WFH
27-04-2022,W 18,Atq -374,Kaley Fitzpatrick,WFH
27-04-2022,W 18,Atq -470,Jovani Pope,WFH
27-04-2022,W 18,Atq -430,Maximus Mckenzie,WFH
27-04-2022,W 18,Atq -443,Andrew Cummings,WFH
27-04-2022,W 18,Atq -382,Gustavo Ritter,WFH
27-04-2022,W 18,Atq -370,Ella Roth,WFH
27-04-2022,W 18,Atq -396,Joel Cruz,WFH
27-04-2022,W 18,Atq -458,Jessie Carrillo,WFO
27-04-2022,W 18,Atq -400,Chad Macias,WFO
27-04-2022,W 18,Atq -437,Dallas Weeks,WFO
27-04-2022,W 18,Atq -372,Miley Combs,WFO
27-04-2022,W 18,Atq -369,Greta Horton,WFO
27-04-2022,W 18,Atq -385,Finnegan Gilbert,WFO
27-04-2022,W 18,Atq -387,Konner Henson,WFO
27-04-2022,W 18,Atq -461,Josh Sharp,WFO
27-04-2022,W 18,Atq -453,Nehemiah Diaz,WFO
28-04-2022,W 18,Atq -376,Dominique Benjamin,WFO
28-04-2022,W 18,Atq -418,Hillary Kirk,WFO
28-04-2022,W 18,Atq -373,Isiah Small,WFO
28-04-2022,W 18,Atq -408,Nick Orozco,WFO
28-04-2022,W 18,Atq -418,Marquis Wyatt,WFO
28-04-2022,W 18,Atq -414,Titus Andersen,WFO
28-04-2022,W 18,Atq -403,Will Mahoney,WFO
28-04-2022,W 18,Atq -393,Emma Freeman,WFO
28-04-2022,W 18,Atq -367,Briley Orr,WFO
28-04-2022,W 18,Atq -452,Ayanna Atkins,WFO
28-04-2022,W 18,Atq -421,Rylee Mullins,WFO
28-04-2022,W 18,Atq -432,Ryann Guerrero,WFO
28-04-2022,W 18,Atq -484,Demarcus Gordon,WFO
28-04-2022,W 18,Atq -467,Esperanza Irwin,WFO
28-04-2022,W 18,Atq -396,Karma Reeves,WFO
28-04-2022,W 18,Atq -472,Cristofer Bernard,WFO
28-04-2022,W 18,Atq -412,Tucker Austin,WFO
28-04-2022,W 18,Atq -398,Salvatore Hendrix,WFO
28-04-2022,W 18,Atq -484,Adyson Moyer,WFO
28-04-2022,W 18,Atq -456,Adriel Pace,WFO
28-04-2022,W 18,Atq -375,Kenley Marsh,WFO
28-04-2022,W 18,Atq -475,London Kim,WFO
28-04-2022,W 18,Atq -331,Jonah Hamilton,WFO
28-04-2022,W 18,Atq -435,Dean Mclaughlin,WFO
28-04-2022,W 18,Atq -348,Weston Horton,WFO
28-04-2022,W 18,Atq -468,Xiomara Ruiz,WFO
28-04-2022,W 18,Atq -368,Macie Callahan,WFO
28-04-2022,W 18,Atq -475,Rey Novak,WFO
28-04-2022,W 18,Atq -375,Hailee Fitzpatrick,WFO
28-04-2022,W 18,Atq -433,Jayce Fuentes,WFO
28-04-2022,W 18,Atq -423,Rodrigo Price,WFO
28-04-2022,W 18,Atq -438,Miles Fields,WFO
28-04-2022,W 18,Atq -349,Trystan Ortega,WFO
28-04-2022,W 18,Atq -459,Iris Woodard,WFO
28-04-2022,W 18,Atq -419,Faith Hamilton,WFO
28-04-2022,W 18,Atq -446,April Ayers,WFO
28-04-2022,W 18,Atq -334,Boston Morse,WFO
